,driver_number,driver_name,driver_abb,team_name,circuit_name,circuit_country,circuit_temp,circuit_rain,quali_pos,quali_time,race_pos
44,44,L HAMILTON,HAM,Mercedes,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,2.0,89.385,1.0
33,33,M VERSTAPPEN,VER,Red Bull Racing,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,1.0,88.997,2.0
77,77,V BOTTAS,BOT,Mercedes,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,3.0,89.586,3.0
4,4,L NORRIS,NOR,McLaren,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,7.0,89.974,4.0
11,11,S PEREZ,PER,Red Bull Racing,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,11.0,90.659,5.0
16,16,C LECLERC,LEC,Ferrari,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,4.0,89.678,6.0
3,3,D RICCIARDO,RIC,McLaren,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,6.0,89.927,7.0
55,55,C SAINZ,SAI,Ferrari,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,8.0,90.215,8.0
22,22,Y TSUNODA,TSU,AlphaTauri,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,13.0,91.203,9.0
18,18,L STROLL,STR,Aston Martin,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,10.0,90.601,10.0
7,7,K RAIKKONEN,RAI,Alfa Romeo Racing,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,14.0,91.238,11.0
99,99,A GIOVINAZZI,GIO,Alfa Romeo Racing,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,12.0,90.708,12.0
31,31,E OCON,OCO,Alpine,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,16.0,91.724,13.0
63,63,G RUSSELL,RUS,Williams,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,15.0,93.43,14.0
5,5,S VETTEL,VET,Aston Martin,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,18.0,92.056,15.0
47,47,M SCHUMACHER,MSC,Haas F1 Team,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,19.0,92.449,16.0
10,10,P GASLY,GAS,AlphaTauri,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,5.0,89.809,17.0
6,6,N LATIFI,LAT,Williams,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,17.0,91.936,18.0
14,14,F ALONSO,ALO,Alpine,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,9.0,90.249,19.0
9,9,N MAZEPIN,MAZ,Haas F1 Team,Bahrain International Circuit,Bahrain,20.53834586466165,0.0,20.0,93.273,20.0
