,driver_number,driver_name,driver_abb,team_name,circuit_name,circuit_country,circuit_temp,circuit_rain,quali_pos,quali_time,race_pos
1,1,M VERSTAPPEN,VER,Red Bull Racing,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,3.0,88.991,1.0
16,16,C LECLERC,LEC,Ferrari,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,1.0,88.796,2.0
55,55,C SAINZ,SAI,Ferrari,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,2.0,88.986,3.0
11,11,S PEREZ,PER,Red Bull Racing,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,4.0,89.036,4.0
63,63,G RUSSELL,RUS,Mercedes,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,12.0,90.173,5.0
44,44,L HAMILTON,HAM,Mercedes,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,6.0,89.625,6.0
77,77,V BOTTAS,BOT,Alfa Romeo,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,5.0,89.475,7.0
31,31,E OCON,OCO,Alpine,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,20.0,,8.0
23,23,A ALBON,ALB,Williams,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,18.0,91.266,9.0
18,18,L STROLL,STR,Aston Martin,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,10.0,90.676,10.0
14,14,F ALONSO,ALO,Alpine,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,11.0,90.16,11.0
22,22,Y TSUNODA,TSU,AlphaTauri,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,9.0,89.932,12.0
3,3,D RICCIARDO,RIC,McLaren,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,14.0,90.31,13.0
6,6,N LATIFI,LAT,Williams,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,19.0,91.325,14.0
47,47,M SCHUMACHER,MSC,Haas F1 Team,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,15.0,90.423,15.0
20,20,K MAGNUSSEN,MAG,Haas F1 Team,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,16.0,90.975,16.0
5,5,S VETTEL,VET,Aston Martin,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,13.0,90.214,17.0
10,10,P GASLY,GAS,AlphaTauri,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,7.0,89.69,18.0
4,4,L NORRIS,NOR,McLaren,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,8.0,89.75,19.0
24,24,G ZHOU,ZHO,Alfa Romeo,Miami International Autodrome,USA,30.617283950617285,0.05555555555555555,17.0,91.02,20.0
