,driver_number,driver_name,driver_abb,team_name,circuit_name,circuit_country,circuit_temp,circuit_rain,quali_pos,quali_time,race_pos
1,1,M VERSTAPPEN,VER,Red Bull Racing,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,3.0,101.706,1.0
11,11,S PEREZ,PER,Red Bull Racing,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,2.0,101.641,2.0
63,63,G RUSSELL,RUS,Mercedes,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,5.0,102.712,3.0
44,44,L HAMILTON,HAM,Mercedes,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,7.0,102.924,4.0
10,10,P GASLY,GAS,AlphaTauri,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,6.0,102.845,5.0
5,5,S VETTEL,VET,Aston Martin,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,9.0,103.091,6.0
14,14,F ALONSO,ALO,Alpine,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,10.0,103.173,7.0
3,3,D RICCIARDO,RIC,McLaren,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,12.0,103.574,8.0
4,4,L NORRIS,NOR,McLaren,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,11.0,103.398,9.0
31,31,E OCON,OCO,Alpine,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,13.0,103.585,10.0
77,77,V BOTTAS,BOT,Alfa Romeo,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,15.0,104.444,11.0
23,23,A ALBON,ALB,Williams,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,17.0,104.719,12.0
22,22,Y TSUNODA,TSU,AlphaTauri,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,8.0,103.056,13.0
47,47,M SCHUMACHER,MSC,Haas F1 Team,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,20.0,105.775,14.0
6,6,N LATIFI,LAT,Williams,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,18.0,105.367,15.0
18,18,L STROLL,STR,Aston Martin,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,19.0,105.371,16.0
20,20,K MAGNUSSEN,MAG,Haas F1 Team,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,16.0,104.643,17.0
24,24,G ZHOU,ZHO,Alfa Romeo,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,14.0,103.79,18.0
16,16,C LECLERC,LEC,Ferrari,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,1.0,101.359,19.0
55,55,C SAINZ,SAI,Ferrari,Baku City Circuit,Azerbaijan,25.435403726708078,0.0,4.0,101.814,20.0
