,driver_number,driver_name,driver_abb,team_name,circuit_name,circuit_country,circuit_temp,circuit_rain,quali_pos,quali_time,race_pos
1,1,M VERSTAPPEN,VER,Red Bull Racing,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,1.0,87.999,1.0
11,11,S PEREZ,PER,Red Bull Racing,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,7.0,89.808,2.0
4,4,L NORRIS,NOR,McLaren,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,3.0,89.131,3.0
63,63,G RUSSELL,RUS,Mercedes,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,11.0,80.757,4.0
77,77,V BOTTAS,BOT,Alfa Romeo,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,8.0,90.439,5.0
16,16,C LECLERC,LEC,Ferrari,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,2.0,88.778,6.0
22,22,Y TSUNODA,TSU,AlphaTauri,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,16.0,80.474,7.0
5,5,S VETTEL,VET,Aston Martin,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,9.0,91.062,8.0
20,20,K MAGNUSSEN,MAG,Haas F1 Team,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,4.0,89.164,9.0
18,18,L STROLL,STR,Aston Martin,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,15.0,88.119,10.0
23,23,A ALBON,ALB,Williams,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,20.0,,11.0
10,10,P GASLY,GAS,AlphaTauri,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,17.0,80.732,12.0
44,44,L HAMILTON,HAM,Mercedes,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,13.0,81.138,13.0
31,31,E OCON,OCO,Alpine,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,19.0,82.338,14.0
24,24,G ZHOU,ZHO,Alfa Romeo,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,14.0,81.434,15.0
6,6,N LATIFI,LAT,Williams,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,18.0,81.971,16.0
47,47,M SCHUMACHER,MSC,Haas F1 Team,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,12.0,80.916,17.0
3,3,D RICCIARDO,RIC,McLaren,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,6.0,89.742,18.0
14,14,F ALONSO,ALO,Alpine,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,5.0,89.202,19.0
55,55,C SAINZ,SAI,Ferrari,Autodromo Enzo e Dino Ferrari,Italy,12.899367088607592,0.0,10.0,78.99,20.0
